Date,Open Price,High Price,Low Price,Close_Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-Feb-21,2109,2133.4,2070.15,2083.85,2100.046404,902603,53103,1895508184,290913,32.23,63.25,-25.15
25-Feb-21,2078,2152.25,2071,2144.85,2095.398764,2401302,77372,5031685242,1743444,72.6,81.25,66.85
24-Feb-21,2025.8,2081.5,2000.55,2065.55,2043.259932,1580996,52217,3230385779,611374,38.67,80.95,39.75
23-Feb-21,2028,2053.1,2013.8,2024.25,2035.202649,420916,18426,856649358,104005,24.71,39.3,-3.75
22-Feb-21,2080,2089.7,1995.1,2007.4,2038.359563,649015,41412,1322925932,231422,35.66,94.6,-72.6
19-Feb-21,2065,2104.95,2058,2080.55,2088.640078,398673,17549,832684406,77916,19.54,46.95,15.55
18-Feb-21,2085.75,2107.7,2059.7,2065.5,2086.172102,298538,14233,622801647,61715,20.67,48,-20.25
17-Feb-21,2058,2095,2050.85,2082.75,2076.980093,692483,38911,1438273406,305537,44.12,44.15,24.75
16-Feb-21,2040,2079,2037.5,2059.65,2061.478522,361465,17723,745152334,92295,25.53,41.5,19.65
15-Feb-21,2049,2060.55,2025.4,2032.6,2042.728737,325784,14989,665488339,48870,15,35.15,-16.4
12-Feb-21,2059.7,2077.5,2015.55,2041.25,2051.007975,640628,27971,1313933137,88301,13.78,61.95,-18.45
11-Feb-21,1977.45,2062.2,1971.2,2055.55,2027.717427,1942646,105055,3939137149,925164,47.62,91,78.1
10-Feb-21,1957.7,1983.95,1928,1975.25,1953.062887,470988,21970,919869183,160938,34.17,55.95,17.55
09-Feb-21,1967.7,1990,1952,1955.95,1974.64675,602162,37702,1189057236,243939,40.51,38,-11.75
08-Feb-21,1931.2,1968.25,1929.05,1951.5,1954.501146,702232,44299,1372513249,332291,47.32,39.2,20.3
05-Feb-21,1933,1944.2,1920,1924,1930.752961,322014,17712,621729484,121278,37.66,24.2,-9
04-Feb-21,1921,1939.7,1905.05,1923.95,1931.128767,1619015,23038,3126526440,1343806,83,34.65,2.95
03-Feb-21,1927,1951,1900,1930.3,1933.409753,921546,52016,1781726024,281504,30.55,51,3.3
02-Feb-21,1915.7,1938.3,1855,1926.45,1890.010261,1088933,76486,2058094544,306954,28.19,83.3,10.75
01-Feb-21,1845.2,1904.7,1845.2,1895.35,1873.391753,818509,58703,1533388010,293927,35.91,59.5,50.15
29-Jan-21,1896.7,1911.75,1830,1843.15,1875.06606,926815,71721,1737839350,375028,40.46,81.75,-53.55
28-Jan-21,1879,1923.35,1870.15,1876.6,1890.563651,2069380,75266,3912294609,1394191,67.37,53.2,-2.4
27-Jan-21,1930.2,1930.2,1888,1895.25,1905.465647,1740178,39082,3315849398,1316619,75.66,42.2,-34.95
25-Jan-21,2052,2052,1932.2,1939.7,1965.079102,1345520,97513,2644053233,401963,29.87,119.8,-112.3
22-Jan-21,2114.8,2115.9,2035.2,2049.65,2071.271263,507943,28737,1052087739,84268,16.59,80.7,-65.15
21-Jan-21,2082,2119.8,2075,2097.85,2102.810485,1545088,81463,3249027247,657864,42.58,44.8,15.85
20-Jan-21,2022.5,2058.05,2001.25,2054.85,2040.657012,488577,23309,997018081,176300,36.08,56.8,32.35
19-Jan-21,1994,2030.9,1993.65,2016.3,2019.369187,591919,30814,1195302990,244784,41.35,37.25,22.3
18-Jan-21,1940,1996.6,1922.65,1983.5,1969.566481,1363505,75740,2685513745,633565,46.47,73.95,43.5
15-Jan-21,1960,1973.15,1920.15,1937.6,1954.979864,1266407,39592,2475800184,338343,26.72,53,-22.4
14-Jan-21,1939.1,1966.5,1936.05,1960.6,1947.007376,1829840,40651,3562711976,1434829,78.41,30.45,21.5
13-Jan-21,1964.8,1974.95,1918.65,1939.1,1949.192825,474934,22432,925737945,105601,22.23,56.3,-25.7
12-Jan-21,1910,1960,1900,1956.65,1937.751786,497793,24486,964599275,110381,22.17,60,46.65
11-Jan-21,1935,1938.9,1892.25,1897,1908.354893,415573,26254,793060768,155931,37.52,46.65,-38
08-Jan-21,1920.9,1938.2,1912.7,1933.05,1922.412253,299804,17589,576346883,92856,30.97,25.5,12.15
07-Jan-21,1921.9,1945.2,1905.65,1911,1919.920154,564975,27371,1084706889,260378,46.09,39.55,-10.9
06-Jan-21,1968,1968,1905,1914.15,1927.779125,864039,41948,1665676347,298443,34.54,63,-53.85
05-Jan-21,1972.05,1984,1956,1966,1968.887358,338549,18785,666564846,110097,32.52,28,-6.05
04-Jan-21,1988.55,1997.9,1967.9,1990.65,1981.396495,345853,18024,685271922,79151,22.89,30,2.1
01-Jan-21,1986.15,1997.3,1982.3,1987.15,1989.524713,157713,8773,313773911,39415,24.99,15,1
31-Dec-20,1994.75,2011,1980,1984.65,1997.539759,465795,28122,930444032,135009,28.98,31,-10.1
30-Dec-20,1992.55,2006.85,1975.9,1995.5,1991.693317,224277,11597,446691002,38363,17.11,30.95,2.95
29-Dec-20,2007.35,2012.8,1982.6,1989.2,1992.179092,250017,12277,498078640,63050,25.22,30.2,-18.15
28-Dec-20,2004.1,2024.9,1995.6,2003.25,2005.830075,335518,17189,672992095,132397,39.46,29.3,-0.85
24-Dec-20,1950.8,1998.65,1947.05,1993.9,1976.86197,289379,16905,572062340,76634,26.48,51.6,43.1
23-Dec-20,1932.8,1951.2,1920,1943.8,1938.404366,299743,19714,581023140,111655,37.25,31.2,11
22-Dec-20,1940,1958.4,1887.75,1936.6,1920.481604,972241,72496,1867170955,304755,31.35,70.65,-3.4
21-Dec-20,2010,2022,1856.05,1939.75,1977.945318,1499610,78562,2966146578,581157,38.75,165.95,-70.25
18-Dec-20,1983,2005,1965,1992.25,1978.526845,218330,13259,431971766,53448,24.48,40,9.25
17-Dec-20,1980.9,2005,1977.1,1985.05,1989.575454,238834,13419,475178264,48563,20.33,27.9,4.15
16-Dec-20,1988,1995,1965.75,1976.05,1977.720354,272748,15361,539419271,85302,31.28,29.25,-11.95
15-Dec-20,1992.9,1992.9,1961.5,1974,1973.414934,211535,13741,417446328,53014,25.06,31.4,-18.9
14-Dec-20,2013,2015.25,1987.05,1991.15,1996.943174,232903,19745,465094056,74421,31.95,28.2,-21.85
11-Dec-20,2011.2,2037.8,1974.4,2005.6,2017.32465,689028,43146,1389993169,232791,33.79,63.4,-5.6
10-Dec-20,2020,2028.4,2000.95,2007.2,2010.011381,270177,14276,543058845,59011,21.84,27.45,-12.8
09-Dec-20,2013,2033.8,2000,2026.65,2020.377724,917242,50395,1853175304,417369,45.5,33.8,13.65
08-Dec-20,1963,2014.2,1950.15,1993.75,1995.945442,683240,29635,1363709764,110610,16.19,64.05,30.75
07-Dec-20,1942,1965,1942,1958.05,1955.633497,293809,20719,574582722,129734,44.16,23,16.05
04-Dec-20,1963,1967.85,1940,1946.55,1947.790186,250336,26897,487602004,115290,46.05,27.85,-16.45
03-Dec-20,1970,1981.1,1958.05,1963.45,1964.59171,1489127,16539,2925526559,1293175,86.84,23.05,-6.55
02-Dec-20,1962.95,1962.95,1935,1957.6,1948.341767,220138,14040,428904060,48462,22.01,27.95,-5.35
01-Dec-20,1935.25,1965.9,1931,1954.3,1949.74475,593339,48089,1156859600,240644,40.56,34.9,19.05
27-Nov-20,1941,1955.85,1921.55,1929.85,1938.944317,523191,40636,1014438216,143441,27.42,34.3,-11.15
26-Nov-20,1950.05,1964.85,1930.4,1953.8,1946.87226,450855,19617,877757093,193568,42.93,34.45,3.75
25-Nov-20,1980,1992,1942.3,1947.75,1969.55155,914063,55990,1800294198,271195,29.67,49.7,-32.25
24-Nov-20,1962,1973.6,1931.2,1965.1,1951.959123,750504,56379,1464953130,258433,34.43,42.4,3.1
23-Nov-20,1929,1970,1927,1950.8,1951.704236,598632,38074,1168352610,129501,21.63,43,21.8
20-Nov-20,1977.8,1984.1,1894.6,1899.2,1924.369341,863183,56844,1661082901,293614,34.02,89.5,-78.6
19-Nov-20,1986.4,2010,1968,1972.65,1988.166623,802733,59306,1595966958,255097,31.78,42,-13.75
18-Nov-20,1997.45,2006.65,1961,1987.2,1980.17586,427982,29066,847479625,78708,18.39,45.65,-10.25
17-Nov-20,2084,2084,1985,1992.9,2012.305935,643296,33218,1294508359,142610,22.17,99,-91.1
14-Nov-20,2013,2016.25,1996,2001.8,2005.745936,100085,8102,200745082,39617,39.58,20.25,-11.2
13-Nov-20,1990,2036.65,1981,1996.1,1985.527129,1825121,31252,3623827260,1276056,69.92,55.65,6.1
12-Nov-20,1985,2008.35,1965,1979.85,1988.004255,711464,38178,1414393459,283431,39.84,43.35,-5.15
11-Nov-20,2092,2095.35,1979,1996.9,2030.371527,811189,49750,1647015049,203295,25.06,116.35,-95.1
10-Nov-20,2075,2090,2041.8,2084.5,2065.96253,1068647,32518,2207784660,640208,59.91,48.2,9.5
09-Nov-20,2058.7,2070,2038.9,2050.3,2050.098849,843691,33971,1729649948,391982,46.46,31.1,-8.4
06-Nov-20,1988,2040,1977.65,2029,2014.833627,1886873,100883,3801735170,630231,33.4,62.35,41
05-Nov-20,1949,1960,1931.4,1955.1,1949.147174,954587,55609,1860630553,341428,35.77,28.6,6.1
04-Nov-20,1840,1928.85,1840,1913.45,1893.810185,1065630,61401,2018100947,181678,17.05,88.85,73.45
03-Nov-20,1888,1909.5,1835,1849.45,1873.996517,1164099,66979,2181517471,249547,21.44,74.5,-38.55
02-Nov-20,2033.5,2033.5,1860,1877.3,1925.382753,1444243,99979,2780720563,454410,31.46,173.5,-156.2
30-Oct-20,2035,2064.65,2022,2054.35,2040.803363,354434,21010,723330099,59640,16.83,42.65,19.35
29-Oct-20,1999.4,2042.3,1990.75,2026.55,2019.521333,384785,24193,777081516,61211,15.91,51.55,27.15
28-Oct-20,2044,2057.9,2006.9,2010.7,2031.090299,1519047,23215,3085321626,1315250,86.58,51,-33.3
27-Oct-20,2032,2060,2005.55,2034.2,2026.917984,476055,30069,964924441,113652,23.87,54.45,2.2
26-Oct-20,2101,2106,2018.45,2028.7,2055.300664,560855,40255,1152725654,186620,33.27,87.55,-72.3
23-Oct-20,2109,2134.8,2095.65,2112.55,2121.428566,618540,26760,1312188425,272914,44.12,39.15,3.55
22-Oct-20,2123,2133.05,2091.5,2107.1,2107.527533,301966,18851,636401659,87555,28.99,41.55,-15.9
21-Oct-20,2171.1,2191,2098.75,2123.25,2146.322555,534557,28730,1147331746,155664,29.12,92.25,-47.85
20-Oct-20,2183.7,2193.7,2152.2,2155.5,2163.804827,364138,17616,787923562,167390,45.97,41.5,-28.2
19-Oct-20,2192,2228.4,2156,2175.8,2191.064842,352226,21777,771750005,69007,19.59,72.4,-16.2
16-Oct-20,2214.8,2232,2173.05,2175.5,2195.077195,440109,20807,966073229,168565,38.3,58.95,-39.3
15-Oct-20,2291,2291.7,2195.1,2205.55,2271.642266,1514858,18662,3441215460,1322717,87.32,96.6,-85.45
14-Oct-20,2284.9,2304.2,2269.55,2287.35,2283.981233,306815,15320,700759702,99371,32.39,34.65,2.45
13-Oct-20,2232.2,2285.95,2228.2,2280.25,2256.056115,409570,17920,924012903,193512,47.25,57.75,48.05
12-Oct-20,2233.5,2254.85,2226.85,2236.6,2240.325798,262242,18094,587507518,78335,29.87,28,3.1
09-Oct-20,2237,2252.65,2217.2,2233.7,2232.222574,305022,15084,680876994,145392,47.67,35.45,-3.3
08-Oct-20,2261.8,2268,2222.4,2238.9,2237.652635,419058,18575,937706238,158891,37.92,45.6,-22.9
07-Oct-20,2233.25,2309.4,2221,2257.15,2279.770259,875121,42725,1995074829,217472,24.85,88.4,23.9
06-Oct-20,2228,2234,2201.45,2210.15,2213.592803,259771,13272,575027216,84613,32.57,32.55,-17.85
05-Oct-20,2246,2249,2205.5,2211.15,2222.572844,393079,18602,873646711,151982,38.66,43.5,-34.85
01-Oct-20,2264,2264,2213.85,2225.05,2237.664829,285180,14214,638137256,81416,28.55,50.15,-38.95
30-Sep-20,2264.8,2267.55,2225.1,2233.75,2242.730485,1560690,16556,3500207040,1317210,84.4,42.45,-31.05
29-Sep-20,2222,2264,2217.15,2244.85,2243.86993,325287,18492,729901718,41399,12.73,46.85,22.85
28-Sep-20,2229,2238.7,2207.25,2215.75,2221.313231,516453,26292,1147203882,141025,27.31,31.45,-13.25
25-Sep-20,2196,2212.6,2168.6,2201.7,2189.777978,413085,22864,904564436,114584,27.74,44,5.7
24-Sep-20,2210,2226,2175.65,2181.15,2200.69555,439081,21729,966283603,173631,39.54,50.35,-28.85
23-Sep-20,2275,2276.5,2206.15,2229.55,2241.90679,774144,40123,1735558690,160960,20.79,70.35,-45.45
22-Sep-20,2287,2287,2201.35,2211.15,2222.409499,693332,24225,1540867623,370132,53.38,85.65,-75.85
21-Sep-20,2305,2336.55,2248,2255.15,2297.320908,501009,25843,1150978451,172132,34.36,88.55,-49.85
18-Sep-20,2315.8,2319.6,2277.05,2305.5,2304.813297,518389,24971,1194789860,231928,44.74,42.55,-10.3
17-Sep-20,2319,2334.4,2293,2299.35,2309.873628,421866,17905,974457148,130912,31.03,41.4,-19.65
16-Sep-20,2323.7,2368.8,2311.75,2323.85,2339.942508,653164,26455,1528366208,174187,26.67,57.05,0.15
15-Sep-20,2315,2326.5,2288.2,2317.9,2308.135212,509141,21105,1175166270,148557,29.18,38.3,2.9
14-Sep-20,2319.75,2360,2281.95,2302.35,2322.595141,619976,27379,1439953245,78561,12.67,78.05,-17.4
11-Sep-20,2314.65,2337,2286.05,2318.85,2318.467343,1330635,58453,3085033793,379174,28.5,50.95,4.2
10-Sep-20,2185,2343.9,2176.15,2314.65,2277.88483,2449702,98665,5580139024,611376,24.96,167.75,129.65
09-Sep-20,2085,2167.2,2085,2161.25,2140.038332,850676,38623,1820479248,312223,36.7,82.2,76.25
08-Sep-20,2093.8,2120,2080.9,2107.05,2109.509445,481632,20618,1016007253,211381,43.89,39.1,13.25
07-Sep-20,2080.2,2105,2045.35,2082.4,2070.447948,625358,36193,1294771188,278944,44.61,59.65,2.2
04-Sep-20,2065.6,2097,2065.6,2077.4,2084.383113,461018,28592,960938134,138220,29.98,31.4,11.8
03-Sep-20,2128,2137,2103.2,2112.15,2113.624779,274998,17060,581242587,60225,21.9,33.8,-15.85
02-Sep-20,2095,2137,2085.5,2128.6,2100.565586,1979773,33347,4158643031,1476442,74.58,51.5,33.6
01-Sep-20,2095,2121.75,2063.45,2087.55,2091.518368,542387,26465,1134412373,75538,13.93,58.3,-7.45
31-Aug-20,2172,2172,2061.25,2078.55,2123.540242,770897,35129,1637030802,141428,18.35,110.75,-93.45
28-Aug-20,2120,2131.9,2106.2,2115.6,2119.523165,463554,26015,982513441,125963,27.17,25.7,-4.4
27-Aug-20,2146.25,2148.5,2103.75,2111.7,2126.326387,397191,17384,844557704,75812,19.09,44.75,-34.55
26-Aug-20,2087.4,2147.15,2047.25,2136.85,2105.394322,857465,36417,1805301942,158433,18.48,99.9,49.45
25-Aug-20,2105,2111.3,2078.3,2082,2089.298804,481884,26648,1006799665,144101,29.9,33,-23
24-Aug-20,2098.8,2104.65,2070.15,2096.05,2088.306518,560786,22213,1171093059,162385,28.96,34.5,-2.75
21-Aug-20,2119.8,2119.8,2077.05,2081.75,2096.925519,437199,19487,916773740,121391,27.77,42.75,-38.05
20-Aug-20,2118.05,2123.9,2087.8,2096.35,2108.788895,494200,30536,1042163472,136932,27.71,36.1,-21.7
19-Aug-20,2141.95,2154,2121.35,2133.2,2139.151365,758768,36447,1623119603,204280,26.92,32.65,-8.75
18-Aug-20,2089.7,2132.9,2082.95,2118.75,2119.210999,642400,32483,1361381146,185500,28.88,49.95,29.05
17-Aug-20,2103.15,2107.3,2070,2091.45,2085.56963,923799,41990,1926647139,235742,25.52,37.3,-11.7
14-Aug-20,2122.3,2156.5,2090.2,2114.1,2131.909722,1012345,49098,2158228148,287119,28.36,66.3,-8.2
13-Aug-20,2133.5,2139,2110,2122.3,2122.058107,458203,19387,972333391,134877,29.44,29,-11.2
12-Aug-20,2124,2144.9,2106.6,2127.6,2129.668817,702687,31942,1496490592,199332,28.37,38.3,3.6
11-Aug-20,2137.7,2160,2101.15,2134.05,2132.478748,697367,31300,1487120307,90457,12.97,58.85,-3.65
10-Aug-20,2156.5,2164.95,2108.25,2119.6,2138.649122,825626,38454,1765724320,248131,30.05,56.7,-36.9
07-Aug-20,2124.55,2157,2120.1,2146.7,2140.87399,960776,36944,2056900349,220791,22.98,36.9,22.15
06-Aug-20,2160,2167.55,2106.95,2134.55,2140.247328,1248632,49631,2672381302,288062,23.07,60.6,-25.45
05-Aug-20,2170,2195,2118,2126.65,2154.69558,1793838,74937,3865174810,376547,20.99,77,-43.35
04-Aug-20,2017.1,2167,2001.25,2151.15,2100.694473,2053197,62586,4313139590,478170,23.29,165.75,134.05
03-Aug-20,2059,2059,2004,2008.45,2029.881949,714727,29777,1450811436,178236,24.94,55,-50.55
31-Jul-20,2125,2129.85,2053.3,2066.95,2078.207759,1283236,54240,2666831012,247588,19.29,76.55,-58.05
30-Jul-20,2100,2139,2072.3,2108.65,2111.032319,1203821,48887,2541305037,143715,11.94,66.7,8.65
29-Jul-20,2180,2185.2,2071,2095.85,2122.115554,1525220,55949,3236693086,316499,20.75,114.2,-84.15
28-Jul-20,2163.8,2193.4,2152.2,2177.45,2175.719282,1089402,36417,2370232937,249150,22.87,41.2,13.65
27-Jul-20,2189.5,2198.7,2128.05,2155.85,2168.321287,2313290,96189,5015955950,475255,20.54,70.65,-33.65
24-Jul-20,2060,2162.8,2055.9,2146.2,2129.76575,2889272,110531,6153472547,500404,17.32,106.9,86.2
23-Jul-20,2004.1,2078.9,1991.1,2060.65,2035.177596,1379049,57442,2806609628,372790,27.03,87.8,56.55
22-Jul-20,1980.05,2010,1960,2004.1,1992.884341,1467946,64169,2925446597,429786,29.28,50,24.05
21-Jul-20,1941.8,1976.8,1935,1971.85,1964.412686,1034423,29779,2032033664,373951,36.15,41.8,30.05
20-Jul-20,1920.05,1931.25,1899.6,1919.3,1916.682858,756307,25642,1449600662,189983,25.12,31.65,-0.75
17-Jul-20,1845,1919.9,1838.2,1911.35,1878.38206,989480,35102,1858621481,169435,17.12,81.7,66.35
16-Jul-20,1850,1868,1812.25,1843.1,1843.303384,1647250,74770,3036381500,358175,21.74,55.75,-6.9
15-Jul-20,1938.7,1978.5,1798.15,1845.6,1922.446882,2839024,103272,5457872836,590105,20.79,180.35,-93.1
14-Jul-20,1934.7,1941,1887.8,1916.65,1917.731759,1133553,39745,2173850589,235523,20.78,53.2,-18.05
13-Jul-20,1908.5,1947,1900.1,1934.3,1927.937985,1572760,57783,3032183745,323731,20.58,46.9,25.8
10-Jul-20,1829.9,1884.4,1824.6,1878.5,1860.721808,1140279,62940,2121742003,309166,27.11,59.8,48.6
09-Jul-20,1807.5,1834.4,1787,1824.6,1813.963021,705240,24809,1279279281,78673,11.16,47.4,17.1
08-Jul-20,1826,1834.8,1790.1,1797.35,1812.846688,583648,27939,1058064344,150101,25.72,44.7,-28.65
07-Jul-20,1870,1870,1806.4,1823.95,1831.450977,717717,31864,1314463501,132118,18.41,63.6,-46.05
06-Jul-20,1801.15,1858,1792,1851.4,1833.562389,949421,34782,1740822637,281397,29.64,66,50.25
03-Jul-20,1781.05,1792.8,1768.5,1787.5,1780.471993,857283,33193,1526368372,254855,29.73,24.3,6.45
02-Jul-20,1750,1766.8,1734.4,1760.55,1755.869656,815775,34143,1432394569,287697,35.27,32.4,10.55
01-Jul-20,1718,1748.65,1708.75,1737.9,1730.642033,469138,18240,811909942,140927,30.04,39.9,19.9
30-Jun-20,1736.3,1740.7,1696,1703.35,1719.473482,992945,24538,1707342597,261231,26.31,44.7,-32.95
29-Jun-20,1728,1738.9,1715,1723.15,1723.158931,670107,24679,1154700862,288690,43.08,23.9,-4.85
26-Jun-20,1730.35,1751.5,1717.2,1742.6,1735.044966,1385178,38748,2403346116,402954,29.09,34.3,12.25
25-Jun-20,1729,1749,1713.85,1717.95,1730.230559,654657,22821,1132707547,176149,26.91,35.15,-11.05
24-Jun-20,1739.8,1772,1712.6,1727.35,1742.33069,1358724,39757,2367346524,188266,13.86,59.4,-12.45
23-Jun-20,1754,1764.15,1715.8,1720.05,1732.501244,1353529,42809,2344990676,246692,18.23,48.35,-33.95
22-Jun-20,1775.05,1804.1,1734.85,1747.2,1772.519037,2036832,65327,3610323495,283151,13.9,69.25,-27.85
19-Jun-20,1674.7,1788.6,1660.6,1759.5,1714.816367,2929255,91477,5023134416,1015358,34.66,128,84.8
18-Jun-20,1605.55,1665,1605.55,1656.25,1638.078191,1013987,40623,1660989991,390706,38.53,59.45,50.7
17-Jun-20,1608,1634.95,1602,1615.4,1614.857626,890838,24804,1438576538,308685,34.65,32.95,7.4
16-Jun-20,1641.5,1647.85,1585.15,1617.5,1617.347404,1267703,54561,2050316156,261683,20.64,62.7,-24
15-Jun-20,1577,1626.7,1561.55,1615,1594.792953,1125400,44253,1794779989,192008,17.06,65.15,38
