Date,Open Price,High Price,Low Price,Close_Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-May-15,876.2,892.1,873,890.5,884.9845094,262804,8401,232577469,74204,28.24,19.1,14.3
15-May-15,881.3,886.4,871.2,873.95,877.1455313,200012,5196,175439632,46705,23.35,15.2,-7.35
14-May-15,882.25,886,871,878.5,877.9636509,316156,8117,277573476,49125,15.54,15,-3.75
13-May-15,875,889,857.9,884.8,873.5528619,437442,12081,382128711,57404,13.12,31.1,9.8
12-May-15,895,895,865.25,868.35,874.1880332,373248,10845,326288935,73080,19.58,29.75,-26.65
11-May-15,892,898.95,883.2,895.75,892.0779932,367532,9269,327867209,145842,39.68,15.75,3.75
08-May-15,871,893.4,863.6,889.9,881.9863395,489222,21074,431487121,148749,30.41,29.8,18.9
07-May-15,877.3,879,860,869.4,867.5558753,439971,21683,381699426,98047,22.28,19,-7.9
06-May-15,891.05,896.4,872,879.25,881.5451105,532670,27282,469572634,173629,32.6,24.4,-11.8
05-May-15,893,901.75,885,890.9,893.3482095,357104,19822,319018219,106680,29.87,16.75,-2.1
04-May-15,867,893.25,861.2,890.45,878.1538726,357224,17933,313697639,117352,32.85,32.05,23.45
30-Apr-15,851.7,865.9,848.5,862.85,857.6622451,333967,21374,286430887,83918,25.13,17.4,11.15
29-Apr-15,863.4,870.95,848.3,851.25,859.4109837,309185,18846,265716985,86536,27.99,22.65,-12.15
28-Apr-15,875,881.75,860,865,871.3146088,477021,17242,415635366,248765,52.15,21.75,-10
27-Apr-15,881,887.5,871,874.55,879.5536578,245491,14993,215922507,57989,23.62,16.5,-6.45
24-Apr-15,876.85,883.95,868.4,879.4,877.5209617,307251,16802,269619193,85699,27.89,15.55,2.55
23-Apr-15,884.65,889.9,869.25,877,878.6231842,310531,18261,272839736,77440,24.94,20.65,-7.65
22-Apr-15,880.6,886.6,867.6,879.9,877.5856031,302454,16632,265429276,65213,21.56,19,-0.7
21-Apr-15,888,895.05,872.45,875.9,885.4458176,425129,21128,376428695,123195,28.98,22.6,-12.1
20-Apr-15,936.55,937.95,878.75,885.55,902.9582023,827606,44115,747293626,240867,29.1,59.2,-51
17-Apr-15,935.4,943.8,923.15,926.85,934.424999,462394,24343,432072513,112780,24.39,20.65,-8.55
16-Apr-15,926.15,937.6,919,927.45,928.2114055,499935,21865,464045369,168575,33.72,18.6,1.3
15-Apr-15,920.9,939.4,907.6,923.75,923.0056222,513681,28895,474130451,93179,18.14,31.8,2.85
13-Apr-15,908.4,925,898.6,922.4,914.2493872,469162,35204,428931071,149769,31.92,26.4,14
10-Apr-15,895,906.7,889,903.65,899.4758474,478685,22999,430565596,126532,26.43,17.7,8.65
09-Apr-15,866.1,898.9,860,894.95,873.7122564,1119528,30292,978145335,668101,59.68,38.9,28.85
08-Apr-15,836,869.15,833,865.5,855.2378426,651313,30326,557027525,275189,42.25,36.15,29.5
07-Apr-15,825.1,835.9,825.1,832.8,831.5252937,255261,14472,212255978,87882,34.43,10.8,7.7
06-Apr-15,835.3,837.95,821.45,824,825.9740945,219606,12073,181388867,90668,41.29,16.5,-11.3
01-Apr-15,824.95,838,814,834.55,825.3381575,254414,15179,209977582,54715,21.51,24,9.6
31-Mar-15,816.1,832.05,816.1,824.7,826.4697533,314795,15847,260168546,88056,27.97,15.95,8.6
30-Mar-15,816,818,796.75,810.35,806.9025364,451512,24134,364326178,131506,29.13,21.25,-5.65
27-Mar-15,832.6,835.15,801.5,811.75,814.3983916,535694,32094,436268332,192466,35.93,33.65,-20.85
26-Mar-15,841.35,848.75,824.55,830.6,838.4993937,382644,14318,320846762,202663,52.96,24.2,-10.75
25-Mar-15,850.5,850.5,840.15,844.7,843.6093368,382017,12093,322273108,274261,71.79,10.35,-5.8
24-Mar-15,842.45,854.45,842.05,848.8,848.1640283,438979,18032,372326197,212275,48.36,12.4,6.35
23-Mar-15,856.35,863.45,838.1,842.25,846.6630081,311055,16913,263358762,141239,45.41,25.35,-14.1
20-Mar-15,856.1,861,848.85,854.3,855.1013033,195127,10758,166853352,55159,28.27,12.15,-1.8
19-Mar-15,875,876,852.1,856.25,865.9941035,254726,13145,220591214,68712,26.97,23.9,-18.75
18-Mar-15,858,872.9,855,868.75,862.8260844,310093,15046,267556329,78736,25.39,17.9,10.75
17-Mar-15,848.15,859.8,841,856.85,849.6558044,588090,21757,499674082,284290,48.34,18.8,8.7
16-Mar-15,854,854,841,842.05,843.0936584,567883,19700,478778556,356276,62.74,13,-11.95
13-Mar-15,869,869.95,847,850.15,855.3881165,294391,14724,251818563,86760,29.47,22.95,-18.85
12-Mar-15,860,866.2,855.55,863.75,860.4606592,218285,10224,187825655,59403,27.21,10.65,3.75
11-Mar-15,860,869.5,853.2,855.85,861.6701833,240858,13955,207540157,62774,26.06,16.3,-4.15
10-Mar-15,870,874.9,855.4,859.1,862.6595709,589174,24051,508256590,276885,47,19.5,-10.9
09-Mar-15,884,891.8,864.2,868.65,879.1992888,299199,14033,263055548,73618,24.61,27.6,-15.35
05-Mar-15,891,898.4,879.5,884.4,887.06191,306655,14198,272021970,53155,17.33,18.9,-6.6
04-Mar-15,905,909,880.4,886.95,895.8022628,384308,17540,344263976,85871,22.34,28.6,-18.05
03-Mar-15,870,906.5,867.4,901.65,892.4188238,707794,36015,631648689,172087,24.31,39.1,31.65
02-Mar-15,869.85,875.6,856.15,863.7,862.4110707,360646,14305,311025103,91735,25.44,19.45,-6.15
28-Feb-15,861.8,868.4,847,866.25,859.9787587,511174,22193,439598782,81977,16.04,21.4,4.45
27-Feb-15,846.15,860.5,844.6,855.65,851.0935518,426181,16233,362719901,169209,39.7,15.9,9.5
26-Feb-15,846.05,850,837.1,842.25,841.5608028,632989,23478,532698731,322765,50.99,12.9,-3.8
25-Feb-15,847,856.4,841.6,843.55,847.1729806,643101,23261,544817791,354296,55.09,14.8,-3.45
24-Feb-15,853,857.2,837.1,841.75,843.5364153,616856,28760,520340499,227090,36.81,20.1,-11.25
23-Feb-15,869.8,876.4,846.65,851.15,861.7039067,530826,22462,457414838,212155,39.97,29.75,-18.65
20-Feb-15,897,897,872,873.25,877.7590252,575890,26404,505492645,171169,29.72,25,-23.75
19-Feb-15,905,907.15,887.55,901.35,896.0934854,291714,15402,261403015,86195,29.55,19.6,-3.65
18-Feb-15,900,908,895.05,901.45,901.5498676,211791,11545,190940148,55092,26.01,12.95,1.45
16-Feb-15,920,923.95,900.05,902.65,910.5145451,275109,14078,250490746,116050,42.18,23.9,-17.35
13-Feb-15,915,920,909.65,917.2,915.8995361,277851,12272,254483602,60741,21.86,10.35,2.2
12-Feb-15,906.35,915,887.3,910.45,900.7907102,315228,14910,283954454,84618,26.84,27.7,4.1
11-Feb-15,885,904.2,883.65,900.95,894.9171083,263416,12685,235735485,39842,15.13,20.55,15.95
10-Feb-15,892,905,862.4,882.7,887.4324079,486418,20611,431663097,90298,18.56,42.6,-9.3
09-Feb-15,903,915.7,891.95,897.3,905.7090599,441242,19104,399636877,137197,31.09,23.75,-5.7
06-Feb-15,925.7,930.15,904,910.45,917.111185,302154,16341,277108813,76167,25.21,26.15,-15.25
05-Feb-15,932.5,938.6,918.15,922.35,928.8769157,333040,15156,309353168,69392,20.84,20.45,-10.15
04-Feb-15,939.4,943.1,925.7,928.7,936.2515796,399472,17033,374006291,116360,29.13,17.4,-10.7
03-Feb-15,912.5,940.2,911.3,937.45,929.5347557,432764,21279,402269179,110600,25.56,28.9,24.95
02-Feb-15,915.15,919.35,906,907.9,913.8065843,845402,10538,772533914,608508,71.98,13.35,-7.25
30-Jan-15,930.05,932,910,915.35,918.9262682,242053,11875,222428860,51537,21.29,22,-14.7
29-Jan-15,906,934.25,902,927.9,925.6908242,550069,29739,509193826,156669,28.48,32.25,21.9
28-Jan-15,885.1,909.75,885,905.85,896.783527,398082,19173,356993380,149781,37.63,24.75,20.75
27-Jan-15,890.2,896.9,880.9,888.75,888.779595,360069,17768,320021980,171247,47.56,16,-1.45
23-Jan-15,890,896.9,877.45,886.95,887.5434606,405448,17925,359852721,138150,34.07,19.45,-3.05
22-Jan-15,905.2,906.95,879.35,884.1,888.9485936,425122,16826,377911604,236903,55.73,27.6,-21.1
21-Jan-15,904,909.2,892.3,904.65,902.9223518,358347,20303,323559516,92453,25.8,16.9,0.65
20-Jan-15,882.8,903.75,878.6,901.15,893.9106221,397727,20319,355532390,102967,25.89,25.15,18.35
19-Jan-15,870,885.75,859.05,879.85,876.9500827,460462,20417,403802189,115616,25.11,26.7,9.85
16-Jan-15,861,874.05,852.15,869,866.3351797,394114,18515,341434823,118030,29.95,21.9,8
15-Jan-15,841.25,870.2,841.1,864.6,857.3219252,574183,22637,492259675,235278,40.98,29.1,23.35
14-Jan-15,843.1,846.9,831.1,835.05,835.2007448,669183,17722,558902140,407411,60.88,15.8,-8.05
13-Jan-15,852.75,854.45,840.65,843.05,844.716737,426946,12635,360648432,201483,47.19,13.8,-9.7
12-Jan-15,862.5,863,842.35,850.55,846.9295916,503008,16807,426012360,256599,51.01,20.65,-11.95
09-Jan-15,846.15,862.5,845.1,860.45,852.014714,510671,20043,435099206,259031,50.72,17.4,14.3
08-Jan-15,859.85,862.95,841.7,842.85,845.6894049,787134,24450,665670884,473301,60.13,21.25,-17
07-Jan-15,838.7,858.8,837.2,855.4,850.7321676,660342,26226,561774181,332860,50.41,21.6,16.7
06-Jan-15,872,872,832.1,836.1,848.3671631,975422,39864,827515995,469959,48.18,39.9,-35.9
05-Jan-15,885.55,890.9,875.3,877.1,882.7596658,328788,19270,290240785,124228,37.78,15.6,-8.45
02-Jan-15,888.8,896,884,885.6,889.8755228,260835,9740,232110682,118820,45.55,12,-3.2
01-Jan-15,885.5,892.15,884.2,888.05,887.9179582,181432,7338,161096731,97186,53.57,7.95,2.55
31-Dec-14,880.25,893.8,879.55,891.15,888.8581614,328465,8506,291958796,201017,61.2,14.25,10.9
30-Dec-14,898.4,898.5,877.65,880.6,881.9492923,439874,14392,387946563,242588,55.15,20.85,-17.8
29-Dec-14,888.5,900.5,886.6,897,895.8584074,403990,12344,361917838,232801,57.63,13.9,8.5
26-Dec-14,887.8,892.7,880.25,889,885.6585795,245823,10623,217715249,83804,34.09,12.45,1.2
24-Dec-14,895,896.6,881.65,886.8,889.5654668,671806,15282,597615418,402381,59.9,14.95,-8.2
23-Dec-14,903.4,903.95,892.05,893.9,896.6104618,276109,12684,247562218,166573,60.33,11.9,-9.5
22-Dec-14,903.2,906.45,891.05,904.5,897.9165336,214829,10477,192898511,85132,39.63,15.4,1.3
19-Dec-14,886.8,908.6,882.4,900.15,899.4376533,475639,19452,427807626,198022,41.63,26.2,13.35
18-Dec-14,880,885.25,865.25,880.25,877.5976319,534436,19207,469019768,246878,46.19,20,0.25
17-Dec-14,866.8,874.95,864.55,869.95,870.6247414,696533,22878,606418863,296354,42.55,10.4,3.15
16-Dec-14,875.5,883,859.95,864.1,871.5773077,924850,24025,806078273,520664,56.3,23.05,-11.4
15-Dec-14,876.2,880.9,872.4,878.45,877.2446324,444704,15905,390114197,186126,41.85,8.5,2.25
12-Dec-14,908,911.45,880.85,883.55,892.2050254,773309,27536,689950176,383622,49.61,30.6,-24.45
11-Dec-14,930,930,903.2,906.3,914.3964009,591530,34120,540892903,224886,38.02,26.8,-23.7
10-Dec-14,932,940.9,930,932.05,934.6978809,232415,12554,217237808,84068,36.17,10.9,0.05
09-Dec-14,942.4,950.05,931.4,939.3,940.7732203,274350,16099,258101133,90402,32.95,18.65,-3.1
08-Dec-14,962.3,962.9,942.6,945.05,952.7589836,241942,12601,230512414,81836,33.82,20.3,-17.25
05-Dec-14,961,966.8,955.5,957.7,960.9161354,267932,12724,257460182,82709,30.87,11.3,-3.3
04-Dec-14,968.35,974.35,956.1,958.55,964.0731493,200289,11404,193093247,71832,35.86,18.25,-9.8
03-Dec-14,960.9,973.6,960.9,966.2,967.3738062,287427,12605,278049351,111788,38.89,12.7,5.3
02-Dec-14,964.4,970.9,958.35,962.5,963.3590866,271500,13751,261551992,63991,23.57,12.55,-1.9
01-Dec-14,989.4,991.7,959.2,961.75,970.7944679,358056,17607,347598784,124755,34.84,32.5,-27.65
28-Nov-14,989.25,1016.2,983.55,990.85,1001.472311,686126,29132,687136191,235805,34.37,32.65,1.6
27-Nov-14,990,992.95,983.25,987.15,987.8416625,121260,6823,119785680,37225,30.7,9.7,-2.85
26-Nov-14,993,993,982.5,987.35,987.3456028,231957,9631,229021724,86586,37.33,10.5,-5.65
25-Nov-14,985,994.9,974,992.35,983.8767473,411139,16287,404510102,169795,41.3,20.9,7.35
24-Nov-14,1000,1003.15,982,984.6,986.8423412,240475,10659,237310912,96659,40.2,21.15,-15.4
21-Nov-14,980.9,999.9,980,997.45,993.3357741,330633,17236,328429587,134545,40.69,19.9,16.55
20-Nov-14,977.8,982.9,970.2,980.4,976.2696572,146371,8947,142897566,46748,31.94,12.7,2.6
19-Nov-14,987.75,991.8,976.25,977.8,982.5023227,128947,8710,126690727,39649,30.75,15.55,-9.95
18-Nov-14,986.35,997.5,985.5,987.75,991.711311,222641,12828,220795598,80709,36.25,12,1.4
17-Nov-14,969,985,966.95,983.35,977.2647832,194004,11171,189593277,60469,31.17,18.05,14.35
14-Nov-14,970.05,977.5,965,969.15,971.3077123,222877,11137,216482149,86662,38.88,12.5,-0.9
13-Nov-14,975.7,979.8,964.15,968.75,971.1668707,254053,10764,246727857,72665,28.6,15.65,-6.95
12-Nov-14,982,984,970,973.9,975.171495,202968,11121,197928608,50762,25.01,14,-8.1
11-Nov-14,972.4,987.2,967,977.75,977.6729223,250283,13785,244694912,70031,27.98,20.2,5.35
10-Nov-14,982.35,989.1,968.1,969.5,976.6783975,221127,11487,215969964,86121,38.95,21,-12.85
07-Nov-14,991,995.5,978.5,980.9,983.9280603,206131,12985,202818075,73248,35.53,17,-10.1
05-Nov-14,1001.2,1008,988,991.35,998.064168,347541,18759,346868219,114599,32.97,20,-9.85
03-Nov-14,1002,1008.5,990.55,1001.2,1001.338163,312737,14272,313155493,101758,32.54,17.95,-0.8
31-Oct-14,982,1002.7,981.9,999.2,994.6136906,448775,22382,446357759,169330,37.73,20.8,17.2
30-Oct-14,948.4,981.45,948.3,979.3,968.4713173,516949,21801,500650279,253736,49.08,33.15,30.9
29-Oct-14,938,952.4,934,951.3,946.5075652,339976,11635,321789856,167882,49.38,18.4,13.3
28-Oct-14,944,944,927,934.05,932.4191004,320360,16344,298709783,137741,43,17,-9.95
27-Oct-14,959.2,960.9,937.65,941.7,944.3493097,441903,12565,417310793,281477,63.7,23.25,-17.5
23-Oct-14,949,954.5,949,952.95,952.1090795,108618,6942,103416184,46655,42.95,5.5,3.95
22-Oct-14,936.7,950.9,933.65,945.95,945.2821025,297438,14942,281162818,92436,31.08,17.25,9.25
21-Oct-14,936.1,937,927.1,929.15,930.5223836,675337,20080,628416195,396279,58.68,9.9,-6.95
20-Oct-14,937.55,941.8,912.75,934.5,932.7500651,652730,30242,608833950,251528,38.53,29.05,-3.05
17-Oct-14,935,941,925.6,938.15,935.1253644,328961,16278,307619775,125046,38.01,15.4,3.15
16-Oct-14,954.6,956.8,928.45,932.35,943.017939,746585,28978,704043048,373045,49.97,28.35,-22.25
14-Oct-14,979.8,980,959.15,961.1,967.0733678,408844,24590,395382144,93216,22.8,20.85,-18.7
13-Oct-14,961,964,948.8,957.85,956.9961977,337956,18317,323422607,96614,28.59,15.2,-3.15
10-Oct-14,948.9,968.35,936.95,960.3,953.5536182,426404,17894,406599077,133228,31.24,31.4,11.4
09-Oct-14,940.4,957.2,940,954.65,951.135139,329224,16857,313136515,173538,52.71,17.2,14.25
08-Oct-14,923.6,942,922.1,937.15,936.042979,347379,14753,325161674,129940,37.41,19.9,13.55
07-Oct-14,928.9,934.9,923.7,926.65,928.6620107,303341,12245,281701263,161663,53.29,11.2,-2.25
01-Oct-14,944.8,945.1,925.75,926.8,932.984723,242980,15022,226696628,65940,27.14,19.35,-18
30-Sep-14,930,948.25,925.2,945.35,937.3344233,464546,18244,435434957,87189,18.77,23.05,15.35
29-Sep-14,938.4,942.6,929.75,932.75,936.6096247,340521,19085,318935246,104180,30.59,12.85,-5.65
26-Sep-14,929.5,941.4,918.1,933.6,929.7536009,566670,28079,526863473,180862,31.92,23.3,4.1
25-Sep-14,965.4,970,923,929.4,940.861778,550817,27285,518242662,216092,39.23,47,-36
24-Sep-14,974,974,956.25,964.9,967.1795652,389903,20775,377106214,125690,32.24,17.75,-9.1
23-Sep-14,991.7,994.95,963,966.1,977.0175279,379681,21325,370954992,174732,46.02,31.95,-25.6
22-Sep-14,994,996,987.85,991.1,992.0374523,230827,10644,228989029,124575,53.97,8.15,-2.9
19-Sep-14,1005.75,1015.25,991,994.6,1002.088642,232723,12531,233209075,65507,28.15,24.25,-11.15
18-Sep-14,987,1009,983.2,1004.5,1000.913071,204927,10908,205114113,67460,32.92,25.8,17.5
17-Sep-14,985.7,990,980,988,985.6127936,143040,11686,140982054,38023,26.58,10,2.3
16-Sep-14,1002.4,1004.5,978,980.45,989.9940279,338742,16118,335352557,153549,45.33,26.5,-21.95
15-Sep-14,1009.9,1011.15,1001,1002.85,1005.530727,166076,11096,166994521,89462,53.87,10.15,-7.05
12-Sep-14,1018,1024.1,1012,1015.7,1016.0865,184960,9642,187935359,61880,33.46,12.1,-2.3
11-Sep-14,1020.5,1022.2,1008,1018.75,1017.137788,151254,13859,153846159,52784,34.9,14.2,-1.75
10-Sep-14,1030,1030,1013.1,1016,1020.168363,157636,9556,160815260,59146,37.52,16.9,-14
09-Sep-14,1035.8,1049.9,1028.5,1033.3,1035.00422,187659,11945,194227857,54294,28.93,21.4,-2.5
08-Sep-14,1030.55,1039,999,1037.45,1029.874033,335716,14908,345745191,106533,31.73,40,6.9
05-Sep-14,1023.35,1033.35,1020.8,1025.2,1025.983198,193489,11998,198516463,63915,33.03,12.55,1.85
04-Sep-14,1029.4,1033.55,1018.05,1024.1,1024.939269,180369,10738,184867271,47139,26.13,15.5,-5.3
03-Sep-14,1027,1034.9,1021,1030.95,1029.231046,345680,18705,355784588,100781,29.15,13.9,3.95
02-Sep-14,1016.35,1031.5,1011.15,1023.9,1021.122175,310537,19369,317096217,110696,35.65,20.35,7.55
01-Sep-14,1003.15,1020.6,996.3,1014.15,1011.248666,354073,19155,358055849,130113,36.75,24.3,11
28-Aug-14,995,1002.95,994.5,999.25,999.4175919,197341,10236,197226067,80542,40.81,8.45,4.25
27-Aug-14,998.8,1002,988,994.35,992.8385367,197147,10978,195735139,69836,35.42,14,-4.45
26-Aug-14,996,997.2,984.25,994.05,989.5828126,445035,15698,440398987,228214,51.28,12.95,-1.95
25-Aug-14,1000,1008.6,994,996.35,1002.059949,177533,10984,177898709,61162,34.45,14.6,-3.65
22-Aug-14,998.65,1006.8,995.4,998,1000.537341,144452,10156,144529620,53695,37.17,11.4,-0.65
21-Aug-14,1000,1003.75,991,994.85,997.2451133,250427,15028,249737102,89669,35.81,12.75,-5.15
20-Aug-14,1011.35,1018.4,995.15,998.2,1006.265462,479714,13975,482719630,341856,71.26,23.25,-13.15
19-Aug-14,1016.4,1023.25,1006.25,1008.7,1012.944066,183861,12408,186240909,62233,33.85,17,-7.7
18-Aug-14,1000,1015,998.1,1013.25,1009.921895,181870,11311,183674495,62414,34.32,16.9,13.25
14-Aug-14,992.35,1004.3,992,1001.9,997.8813472,225355,14882,224877551,76994,34.17,12.3,9.55
13-Aug-14,983.95,996.5,980.85,990,987.4710209,352167,14481,347754707,182854,51.92,15.65,6.05
12-Aug-14,983,986,976.2,984.5,981.4604609,160120,9602,157151449,63716,39.79,9.8,1.5
11-Aug-14,984,987.45,978.55,980.65,981.5960112,299741,9377,294224570,172932,57.69,8.9,-3.35
08-Aug-14,980.6,983.7,973.1,980.4,978.42949,376351,15810,368232917,202787,53.88,10.6,-0.2
07-Aug-14,989,996.5,984,989.35,989.2664891,343166,13000,339482624,173497,50.56,12.5,0.35
06-Aug-14,985.2,997.85,980,987.75,989.5839887,281413,16708,278481799,73316,26.05,17.85,2.55
05-Aug-14,986,987.2,971.6,983.6,979.3066999,339886,19855,332852637,146113,42.99,15.6,-2.4
04-Aug-14,981.6,989.4,976.85,985.2,982.7529884,226378,15005,222473656,64526,28.5,12.55,3.6
01-Aug-14,998.4,999.3,977,978.45,987.50268,411936,26560,406787904,150635,36.57,22.3,-19.95
31-Jul-14,1009,1019.3,1002.6,1006,1011.306533,230928,13731,233538995,85303,36.94,16.7,-3
30-Jul-14,1006.2,1011,993,1005.5,1002.500011,260932,15482,261584333,96165,36.85,18,-0.7
28-Jul-14,1023.8,1023.8,1002.25,1005.3,1007.874696,252394,13159,254381526,131288,52.02,21.55,-18.5
25-Jul-14,1040,1041.85,1008,1021.75,1022.379789,312250,21377,319238089,83836,26.85,33.85,-18.25
24-Jul-14,1030,1042.5,1024,1040.75,1035.263468,305233,18798,315996574,115824,37.95,18.5,10.75
23-Jul-14,1035.35,1039.15,1020.25,1033.05,1031.090931,322420,24440,332444338,101011,31.33,18.9,-2.3
22-Jul-14,1004.8,1034,1001.05,1030.8,1023.66979,616584,35668,631178414,232907,37.77,32.95,26
21-Jul-14,1000,1007.75,995,997.35,1001.539927,427241,24584,427898920,154351,36.13,12.75,-2.65
18-Jul-14,982,984,970.2,976.7,977.88334,239988,13600,234680267,82508,34.38,13.8,-5.3
17-Jul-14,989,997.5,980.2,982.35,986.1523656,230426,16201,227235145,85692,37.19,17.3,-6.65
16-Jul-14,975.4,991.5,975,989.05,984.7447593,290659,17515,286224927,75814,26.08,16.5,13.65
15-Jul-14,967.6,979.9,963,972.2,970.7918108,313436,18163,304281102,96559,30.81,16.9,4.6
14-Jul-14,970,975.7,959,961.85,968.0104525,325760,22977,315339085,119591,36.71,16.7,-8.15
11-Jul-14,997.6,1001.45,963.85,967,977.2581724,607230,37554,593420480,277522,45.7,37.6,-30.6
10-Jul-14,1000,1020.75,982,998.2,1001.331334,569660,35725,570418408,97862,17.18,38.75,-1.8
09-Jul-14,999.5,1009.4,993.05,1000.05,1001.240314,373720,20509,374183530,139785,37.4,16.35,0.55
08-Jul-14,1027,1034.45,991,995.15,1011.089559,581884,28369,588336837,289996,49.84,43.45,-31.85
07-Jul-14,1034.9,1037,1020.55,1026.4,1026.745772,306674,18619,314876233,108807,35.48,16.45,-8.5
04-Jul-14,1008.8,1036.8,1004.15,1031.95,1020.253584,391069,22449,398989549,119664,30.6,32.65,23.15
03-Jul-14,1019,1023,977,1007.1,1007.692512,114697,6911,115579308,48717,42.47,46,-11.9
02-Jul-14,1018,1026.4,1011.9,1018.2,1018.789338,375278,19276,382329225,139560,37.19,14.5,0.2
01-Jul-14,1016,1021,1006.1,1008,1011.649313,324423,17256,328202305,111296,34.31,14.9,-8
30-Jun-14,1013.2,1019.4,1000.1,1014.7,1011.148961,489753,30707,495213237,121416,24.79,19.3,1.5
27-Jun-14,1010.7,1023,1007.65,1013.05,1014.034849,260952,16682,264614422,64128,24.57,15.35,2.35
26-Jun-14,1026,1026.8,1008.1,1011.95,1017.993296,611254,40065,622252474,223989,36.64,18.7,-14.05
25-Jun-14,1058.6,1060,1048.6,1050.8,1052.843912,227615,13849,239643067,86215,37.88,11.4,-7.8
24-Jun-14,1046,1062.7,1046,1059.65,1055.526897,311285,23021,328569690,91407,29.36,16.7,13.65
23-Jun-14,1030.15,1045.1,1024.4,1038.7,1033.711613,422613,23431,436859966,138149,32.69,20.7,8.55
20-Jun-14,1046,1049.7,1035.2,1037.85,1041.997749,319437,20951,332852635,81672,25.57,14.5,-8.15
19-Jun-14,1071.25,1076,1031.85,1041.4,1048.387944,700024,45124,733896722,216143,30.88,44.15,-29.85
18-Jun-14,1095,1101.95,1061.55,1066.8,1083.505351,732455,49484,793618912,204233,27.88,40.4,-28.2
17-Jun-14,1059.7,1094.65,1058,1089.9,1073.775525,355737,24063,381981684,99604,28,36.65,30.2
16-Jun-14,1082.1,1085,1059,1064.5,1067.014339,308534,21552,329210202,93969,30.46,26,-17.6
13-Jun-14,1101.5,1106.95,1072.4,1081.95,1087.309361,305472,18862,332142565,106307,34.8,34.55,-19.55
12-Jun-14,1099.6,1112.95,1086.05,1094.6,1100.199991,287988,18657,316844395,79005,27.43,26.9,-5
11-Jun-14,1115.6,1119,1093.25,1101.55,1104.181969,351978,19808,388647761,117540,33.39,25.75,-14.05
10-Jun-14,1126.65,1128.15,1101,1117.85,1112.585535,304537,18158,338823461,105132,34.52,27.15,-8.8
09-Jun-14,1129.15,1132.1,1113.1,1122.6,1120.358685,376007,19273,421262708,117383,31.22,19,-6.55
06-Jun-14,1110,1132.8,1105,1119.85,1118.800709,743665,37903,832012929,218724,29.41,27.8,9.85
05-Jun-14,1080.85,1094.7,1064.15,1087.6,1079.107228,410266,23198,442721006,123782,30.17,30.55,6.75
04-Jun-14,1096,1101.5,1075.8,1077.9,1087.099827,275837,17721,299862355,98275,35.63,25.7,-18.1
03-Jun-14,1086,1101.9,1077.65,1094.75,1091.206152,242467,17690,264581482,69649,28.73,24.25,8.75
02-Jun-14,1073.15,1087.9,1065.55,1082.35,1078.35888,195238,13331,210536631,52361,26.82,22.35,9.2
30-May-14,1083.15,1089.6,1062,1065.15,1076.029508,221332,14822,238159763,67128,30.33,27.6,-18
29-May-14,1090.15,1093.9,1069.15,1073.05,1077.375267,210514,14991,226802577,81318,38.63,24.75,-17.1
28-May-14,1092.4,1106,1084.95,1088.55,1093.036933,227221,18295,248360945,62688,27.59,21.05,-3.85
27-May-14,1105,1106,1076.05,1087.75,1084.46454,284460,21958,308486783,106518,37.45,29.95,-17.25
26-May-14,1135,1140,1076.05,1101,1118.60179,420263,25355,470106944,131811,31.36,63.95,-34
23-May-14,1109,1131,1102,1127.85,1117.922706,370212,23045,413868401,152654,41.23,29,18.85
22-May-14,1085.9,1113.5,1085,1101.3,1101.436558,397029,24900,437302255,144944,36.51,28.5,15.4
21-May-14,1080,1102.65,1074,1078.1,1083.568136,419241,25928,454276189,157106,37.47,28.65,-1.9
20-May-14,1125,1130,1075,1078.5,1090.790671,547984,35731,597735835,266515,48.64,55,-46.5
19-May-14,1086,1124.4,1086,1120.25,1108.09314,549611,32819,609020179,224646,40.87,38.4,34.25
16-May-14,1081.15,1142.5,1063,1080.5,1107.74164,2062948,117824,2285213400,815834,39.55,79.5,-0.65
15-May-14,1045,1058.85,1040,1053.2,1049.87606,487277,23850,511580457,203155,41.69,18.85,8.2
14-May-14,1062.7,1067,1041.55,1045.55,1051.241972,465719,25310,489583360,190420,40.89,25.45,-17.15
13-May-14,1037.1,1065.9,1032.85,1061.35,1048.178374,1005312,50707,1053746298,399040,39.69,33.05,24.25
12-May-14,997.45,1048,995,1028.95,1028.336614,1003419,55750,1031852497,383025,38.17,53,31.5
09-May-14,957.9,999,956.7,997.35,986.4728556,656987,41765,648099842,295660,45,42.3,39.45
08-May-14,962.15,969.95,950.95,959.65,962.0331993,446696,14899,429736382,98389,22.03,19,-2.5
07-May-14,962,971,957,960.75,964.3132894,421824,16920,406770489,211045,50.03,14,-1.25
06-May-14,948,967,948,963.25,958.8757161,676041,19281,648239298,462936,68.48,19,15.25
05-May-14,930,957.65,925,945.2,948.4760589,383232,21726,363486377,117576,30.68,32.65,15.2
02-May-14,941,947.3,925.5,928.3,933.6328581,177539,14899,165756244,65114,36.68,21.8,-12.7
30-Apr-14,945,960,930,935.3,947.6006319,257319,16699,243835647,76574,29.76,30,-9.7
29-Apr-14,948,951.8,938.35,940.3,942.5495617,215499,11735,203118488,84541,39.23,13.45,-7.7
28-Apr-14,947.9,955.4,942.15,945.35,950.2115943,126355,7993,120063986,42924,33.97,13.25,-2.55
